logFC	logCPM	F	PValue	FDR
ENSG00000198689.10|mRNA|SLC9A6|ENSG00000198689.10|ENSG00000198689.10|0|7167	-0.581793610409428	4.37977728621988	10.0435482938233	0.00409571788908531	0.0120215847713852
ENSG00000165637.13|mRNA|VDAC2|ENSG00000165637.13|ENSG00000165637.13|0|2827	-0.446908841837237	6.51995850944548	10.0434749606601	0.00409583274913045	0.0120215847713852
ENSG00000196296.13|mRNA|ATP2A1|ENSG00000196296.13|ENSG00000196296.13|0|4587	1.26628441642987	0.375577828784658	10.0410863885538	0.00409957584109661	0.0120306979695444
ENSG00000131467.10|mRNA|PSME3|ENSG00000131467.10|ENSG00000131467.10|0|5152	0.43482101550155	6.97850319726845	10.0390938537357	0.00410270117133836	0.0120379957170538
ENSG00000181585.3|mRNA|TMIE|ENSG00000181585.3|ENSG00000181585.3|0|1824	-1.37642623369356	-1.13791103409606	10.0379389320938	0.00410451388143894	0.0120414403505893
ENSG00000116132.11|mRNA|PRRX1|ENSG00000116132.11|ENSG00000116132.11|0|8246	1.11631363787757	3.35674375802017	10.0370139652496	0.00410596629702844	0.0120414763100987
ENSG00000185909.14|mRNA|KLHDC8B|ENSG00000185909.14|ENSG00000185909.14|0|2158	-1.0562230967261	3.94278990581362	10.0369719236936	0.00410603232551525	0.0120414763100987
ENSG00000205710.3|mRNA|C17orf107|ENSG00000205710.3|ENSG00000205710.3|0|3408	-0.825487643616427	0.472123507458031	10.0367108695651	0.00410644235081819	0.0120414763100987
ENSG00000197978.9|mRNA|GOLGA6L9|ENSG00000197978.9|ENSG00000197978.9|0|6576	1.03996042009869	1.01780700587561	10.0329064247677	0.00411242289498262	0.0120571378563316
ENSG00000007541.16|mRNA|PIGQ|ENSG00000007541.16|ENSG00000007541.16|0|7904	0.830020128424781	5.57552343752747	10.0305496237098	0.00411613253693013	0.0120661375503354
ENSG00000143321.18|mRNA|HDGF|ENSG00000143321.18|ENSG00000143321.18|0|3745	0.47288968379921	8.45428976063829	10.0273581319926	0.00412116182911138	0.0120790023013694
ENSG00000110080.18|mRNA|ST3GAL4|ENSG00000110080.18|ENSG00000110080.18|0|4465	-1.39409769297715	5.60946993158448	10.0252189636541	0.00412453658548144	0.0120870144115492
ENSG00000260233.3|lncRNA|SSSCA1-AS1|ENSG00000260233.3|ENSG00000260233.3|0|1942	0.781043387812971	0.671600591673821	10.0163097164413	0.00413862437105379	0.0121264138394632
ENSG00000184675.9|mRNA|AMER1|ENSG00000184675.9|ENSG00000184675.9|0|8443	0.564885861104106	3.33538374134382	10.0130516775518	0.00414378929184902	0.0121396605640929
ENSG00000231500.6|mRNA|RPS18|ENSG00000231500.6|ENSG00000231500.6|0|1898	0.934295369345594	11.1160982620515	10.0124269626985	0.00414478044819396	0.0121406775962325
ENSG00000132464.11|mRNA|ENAM|ENSG00000132464.11|ENSG00000132464.11|0|6522	-2.21075525043883	-0.0236117940027386	10.0117732225608	0.00414581793291394	0.0121418299939869
ENSG00000101997.12|mRNA|CCDC22|ENSG00000101997.12|ENSG00000101997.12|0|2516	0.479775258753643	4.99385136516042	10.0098197889929	0.00414891972187342	0.0121490268090646
ENSG00000249565.2|pseudogene|SERBP1P5|ENSG00000249565.2|ENSG00000249565.2|0|1181	1.46806281820715	-0.768513618054834	10.0074283520064	0.00415272045681448	0.0121582677514935
ENSG00000107331.16|mRNA|ABCA2|ENSG00000107331.16|ENSG00000107331.16|0|11514	1.09426191048981	6.37235662802316	10.0068772972667	0.0041535967933427	0.01215894514722
ENSG00000139722.6|mRNA|VPS37B|ENSG00000139722.6|ENSG00000139722.6|0|5953	-0.689801773885686	6.6542875573303	10.0025131510072	0.00416054419628195	0.0121773915833422
ENSG00000170522.9|mRNA|ELOVL6|ENSG00000170522.9|ENSG00000170522.9|0|7297	-0.865281976990424	5.55459802561875	10.001079706589	0.00416282890708429	0.0121821872953047
ENSG00000212978.6|lncRNA|AC016747.1|ENSG00000212978.6|ENSG00000212978.6|0|3109	-1.07059564633689	0.414290293463153	9.99969861647649	0.00416503147025547	0.0121867411574199
ENSG00000039537.13|mRNA|C6|ENSG00000039537.13|ENSG00000039537.13|0|4739	-2.42165795892648	-0.0250415627479718	9.99744958897705	0.00416862094837956	0.0121953510426523
ENSG00000127946.16|mRNA|HIP1|ENSG00000127946.16|ENSG00000127946.16|0|8953	0.930151832626634	4.68461790068429	9.98980578213183	0.00418084587752933	0.0122292174527825
ENSG00000196747.4|mRNA|HIST1H2AI|ENSG00000196747.4|ENSG00000196747.4|0|503	-1.5291767472622	-0.831559313818339	9.98853013882272	0.00418288986025201	0.0122332981144075
ENSG00000197168.11|mRNA|NEK5|ENSG00000197168.11|ENSG00000197168.11|0|6958	1.12800508372473	0.282277973598878	9.98659005003317	0.00418600058932196	0.0122404968372728
ENSG00000188833.9|mRNA|ENTPD8|ENSG00000188833.9|ENSG00000188833.9|0|2836	-1.51638624306295	5.79436245014642	9.97501528434564	0.00420461216710669	0.0122930131163609
ENSG00000226221.1|pseudogene|AC022431.1|ENSG00000226221.1|ENSG00000226221.1|0|438	1.22290498073882	1.32650714424661	9.9721385396551	0.00420925184047984	0.0123046698242713
ENSG00000201772.1|snoRNA|SNORA5C|ENSG00000201772.1|ENSG00000201772.1|0|137	1.37535655774286	-1.17741489266364	9.96973391302001	0.00421313436843739	0.0123141099401212
ENSG00000164220.6|mRNA|F2RL2|ENSG00000164220.6|ENSG00000164220.6|0|3429	1.56058355349257	2.42341362594383	9.96648211832472	0.00421839097088993	0.0123275626388493
ENSG00000126746.17|mRNA|ZNF384|ENSG00000126746.17|ENSG00000126746.17|0|5181	0.449090088915558	4.81476265072525	9.96301696822898	0.00422400036263841	0.0123420419771326
ENSG00000165655.16|mRNA|ZNF503|ENSG00000165655.16|ENSG00000165655.16|0|3347	0.902996327981471	4.41278615387479	9.95901661669544	0.00423048628658091	0.0123590775568919
ENSG00000260793.2|lncRNA|AC003102.1|ENSG00000260793.2|ENSG00000260793.2|0|2012	-0.896824499960223	1.02435507583208	9.94902052124823	0.00424674100459775	0.0124046423022431
ENSG00000166676.14|mRNA|TVP23A|ENSG00000166676.14|ENSG00000166676.14|0|5281	-1.0302263580772	0.108158430295032	9.94617655192461	0.00425137807452092	0.0124162632782135
ENSG00000101680.14|mRNA|LAMA1|ENSG00000101680.14|ENSG00000101680.14|0|15872	-1.54037861780021	3.28579703611496	9.94345873893395	0.00425581462260421	0.0124272951154483
ENSG00000146232.15|mRNA|NFKBIE|ENSG00000146232.15|ENSG00000146232.15|0|2581	0.474776937353515	4.48107960484174	9.93762046601736	0.00426536212978546	0.0124532456048808
ENSG00000213762.11|mRNA|ZNF134|ENSG00000213762.11|ENSG00000213762.11|0|5138	-1.07585368323012	3.20623350010619	9.93459891870743	0.0042703125562821	0.0124657683974961
ENSG00000173535.13|mRNA|TNFRSF10C|ENSG00000173535.13|ENSG00000173535.13|0|2625	1.30350468153807	0.817421138579223	9.93262637676521	0.00427354770903026	0.0124716471263448
ENSG00000273893.1|lncRNA|AL133520.1|ENSG00000273893.1|ENSG00000273893.1|0|700	1.15397756835536	-0.140595056311653	9.93256433712421	0.00427364950329871	0.0124716471263448
ENSG00000125520.13|mRNA|SLC2A4RG|ENSG00000125520.13|ENSG00000125520.13|0|2244	0.766393833138837	5.87311203478285	9.93010136275254	0.00427769288006463	0.0124815146533011
ENSG00000116688.16|mRNA|MFN2|ENSG00000116688.16|ENSG00000116688.16|0|4973	-0.596726558509287	7.30302203944047	9.92950027186182	0.00427868030448044	0.012482463803786
ENSG00000164402.13|mRNA|SEPT8|ENSG00000164402.13|ENSG00000164402.13|0|7711	0.442178384780884	6.35241387487341	9.9286220588067	0.00428012341140719	0.012484741846178
ENSG00000206149.10|pseudogene|HERC2P9|ENSG00000206149.10|ENSG00000206149.10|0|8310	0.895492382241113	2.29011929744894	9.92680680421827	0.00428310798172818	0.0124915148006713
ENSG00000198860.11|mRNA|TSEN15|ENSG00000198860.11|ENSG00000198860.11|0|2443	0.746169151144803	4.63854599820207	9.92084718128056	0.00429292257483182	0.0125182020697184
ENSG00000164930.11|mRNA|FZD6|ENSG00000164930.11|ENSG00000164930.11|0|4065	0.742483070885313	4.42980082774917	9.91969749840089	0.00429481875665151	0.0125213541400659
ENSG00000241429.1|pseudogene|EEF1A1P25|ENSG00000241429.1|ENSG00000241429.1|0|1267	1.65529862306028	-0.350447452783776	9.919386459625	0.00429533191299631	0.0125213541400659
ENSG00000063127.15|mRNA|SLC6A16|ENSG00000063127.15|ENSG00000063127.15|0|3599	-1.24901752718233	-0.741914753611878	9.91727646084929	0.0042988147910001	0.0125295696413009
ENSG00000267968.1|lncRNA|AC011523.1|ENSG00000267968.1|ENSG00000267968.1|0|392	-1.30536302161838	-1.29996972383804	9.91605352829027	0.00430083484343082	0.0125331691008453
ENSG00000240024.5|pseudogene|LINC00888|ENSG00000240024.5|ENSG00000240024.5|0|2131	1.03106713436072	1.75901550107279	9.91572397494492	0.00430137938056807	0.0125331691008453
ENSG00000162757.4|mRNA|C1orf74|ENSG00000162757.4|ENSG00000162757.4|0|4684	0.555957992652896	2.47806508514088	9.91426038851533	0.00430379864740934	0.0125381453146086
ENSG00000181392.14|mRNA|SYNE4|ENSG00000181392.14|ENSG00000181392.14|0|2528	1.90182562863391	2.6738315218483	9.91388621678892	0.00430441738150577	0.0125381453146086
ENSG00000184113.9|mRNA|CLDN5|ENSG00000184113.9|ENSG00000184113.9|0|3429	-1.29647200900969	4.45429671034394	9.90986825928445	0.0043110676513483	0.0125555766048537
ENSG00000203875.10|lncRNA|SNHG5|ENSG00000203875.10|ENSG00000203875.10|0|2794	0.88835008471591	6.8149699168839	9.90850240254442	0.00431333089003921	0.0125571855715003
ENSG00000071626.16|mRNA|DAZAP1|ENSG00000071626.16|ENSG00000071626.16|0|9201	0.568397449722954	6.99440422570703	9.90835724190757	0.00431357149909709	0.0125571855715003
ENSG00000204397.7|mRNA|CARD16|ENSG00000204397.7|ENSG00000204397.7|0|1688	-1.09531302365995	3.47610564519579	9.90832895749657	0.00431361838325037	0.0125571855715003
ENSG00000245522.2|lncRNA|AC026250.1|ENSG00000245522.2|ENSG00000245522.2|0|2632	2.03847979204496	-0.00325383577175905	9.90574783528369	0.00431789919067081	0.0125677065836848
ENSG00000158669.11|mRNA|GPAT4|ENSG00000158669.11|ENSG00000158669.11|0|7939	0.76405821729911	6.15934419614539	9.90368562437161	0.0043213227197618	0.0125757295327184
ENSG00000148832.15|mRNA|PAOX|ENSG00000148832.15|ENSG00000148832.15|0|2277	-0.783475995627386	2.70351802863356	9.90230148858319	0.00432362222406654	0.0125804794209141
ENSG00000152580.8|mRNA|IGSF10|ENSG00000152580.8|ENSG00000152580.8|0|11727	-1.84672738468153	2.23484423344362	9.89636792968809	0.00433349499262774	0.0126072604322559
ENSG00000180592.16|mRNA|SKIDA1|ENSG00000180592.16|ENSG00000180592.16|0|6700	-1.68467332686674	-0.83970303531753	9.89491385424001	0.00433591816917908	0.0126123637286474
ENSG00000013561.17|mRNA|RNF14|ENSG00000013561.17|ENSG00000013561.17|0|4987	-0.565457327786332	5.65835312093635	9.89233190353309	0.00434022457179573	0.0126229425528376
ENSG00000118690.12|mRNA|ARMC2|ENSG00000118690.12|ENSG00000118690.12|0|4250	1.23047889906966	1.28460810956781	9.89037571876774	0.00434349038230493	0.0126304921621491
ENSG00000188763.4|mRNA|FZD9|ENSG00000188763.4|ENSG00000188763.4|0|2338	1.40281945948842	-0.492007471347507	9.88638326350238	0.00435016404898909	0.0126479476637172
ENSG00000118094.11|mRNA|TREH|ENSG00000118094.11|ENSG00000118094.11|0|3182	-3.06144295256329	3.92901902591655	9.88080906180823	0.00435950048350575	0.0126731384911411
ENSG00000009413.15|mRNA|REV3L|ENSG00000009413.15|ENSG00000009413.15|0|12425	-0.620048830427212	4.19808056831327	9.8781576161278	0.00436394917745064	0.0126841150005087
ENSG00000204851.6|mRNA|PNMA8B|ENSG00000204851.6|ENSG00000204851.6|0|5506	-1.05162133895115	0.154891357182732	9.87642964811898	0.00436685109876808	0.0126905930189573
ENSG00000134049.5|mRNA|IER3IP1|ENSG00000134049.5|ENSG00000134049.5|0|4243	-0.718205442625024	4.9276946188203	9.87234821005169	0.00437371378369373	0.0127073554389023
ENSG00000129295.8|mRNA|LRRC6|ENSG00000129295.8|ENSG00000129295.8|0|2778	1.38454511168594	2.26805159077273	9.87219763681359	0.00437396718878829	0.0127073554389023
ENSG00000148841.15|mRNA|ITPRIP|ENSG00000148841.15|ENSG00000148841.15|0|7026	0.700685798366447	4.40879020082956	9.87003993833779	0.00437760022132284	0.0127159505966684
ENSG00000149131.15|mRNA|SERPING1|ENSG00000149131.15|ENSG00000149131.15|0|3603	-0.806403915928529	6.83326985703268	9.86765049233672	0.00438162731163504	0.0127256875795631
ENSG00000121797.9|mRNA|CCRL2|ENSG00000121797.9|ENSG00000121797.9|0|3061	-0.665328101589091	4.08166601071522	9.86717130300419	0.00438243540861809	0.0127260739869483
ENSG00000151332.18|mRNA|MBIP|ENSG00000151332.18|ENSG00000151332.18|0|3468	-0.633475401313927	3.6827166881639	9.86383727866785	0.00438806236728694	0.0127404515244253
ENSG00000272221.1|lncRNA|AL645933.2|ENSG00000272221.1|ENSG00000272221.1|0|1207	-1.01699788341181	1.26578115381732	9.85946989587197	0.00439544532417938	0.0127599222746273
ENSG00000164880.15|mRNA|INTS1|ENSG00000164880.15|ENSG00000164880.15|0|9062	0.92135467216781	7.36204462508565	9.8565628456549	0.00440036715539042	0.0127722435124588
ENSG00000101331.15|mRNA|CCM2L|ENSG00000101331.15|ENSG00000101331.15|0|2587	-0.765045304401935	1.14916093488847	9.85592493970447	0.00440144797938422	0.0127729113276702
ENSG00000154839.9|mRNA|SKA1|ENSG00000154839.9|ENSG00000154839.9|0|2950	0.910999074981886	2.58945221250759	9.85562734234561	0.00440195230722858	0.0127729113276702
ENSG00000144560.14|mRNA|VGLL4|ENSG00000144560.14|ENSG00000144560.14|0|7236	0.4164441100768	5.34233144207008	9.85299650397156	0.00440641344750234	0.012783888321378
ENSG00000227354.6|lncRNA|RBM26-AS1|ENSG00000227354.6|ENSG00000227354.6|0|3747	0.996313599638603	0.825558101036674	9.85176549915566	0.00440850257354515	0.0127879813073508
ENSG00000263893.2|lncRNA|AC080037.1|ENSG00000263893.2|ENSG00000263893.2|0|889	-1.11447755716334	0.0883400912505343	9.8478165139011	0.00441521167327397	0.0128054723791632
ENSG00000136379.11|mRNA|ABHD17C|ENSG00000136379.11|ENSG00000136379.11|0|3627	-0.541840822291127	6.98372411343257	9.84627966650626	0.004417825707411	0.0128110829466409
ENSG00000138639.17|mRNA|ARHGAP24|ENSG00000138639.17|ENSG00000138639.17|0|7908	-0.790007540115418	2.547040204684	9.84507038530042	0.00441988377215671	0.0128142458942529
ENSG00000171853.15|mRNA|TRAPPC12|ENSG00000171853.15|ENSG00000171853.15|0|9193	0.500714861366162	5.38371202619258	9.84484005475663	0.00442027588851722	0.0128142458942529
ENSG00000064933.17|mRNA|PMS1|ENSG00000064933.17|ENSG00000064933.17|0|5454	0.707495724349886	3.49535189730937	9.84322684154704	0.00442302330103815	0.0128202391253338
ENSG00000133250.13|mRNA|ZNF414|ENSG00000133250.13|ENSG00000133250.13|0|2758	0.761975919443728	3.77064714123138	9.84269515348599	0.00442392921144129	0.0128208936962477
ENSG00000273382.1|lncRNA|AL356488.3|ENSG00000273382.1|ENSG00000273382.1|0|2888	-1.02652726344891	-0.651115594785898	9.83609559481613	0.00443519070258011	0.0128515547379404
ENSG00000148291.9|mRNA|SURF2|ENSG00000148291.9|ENSG00000148291.9|0|1008	0.6913317338649	3.84736849720173	9.8347020482193	0.00443757265913371	0.0128564806777299
ENSG00000267364.1|lncRNA|AC022706.1|ENSG00000267364.1|ENSG00000267364.1|0|714	-1.08912381328574	-1.11005880190404	9.83323023077122	0.00444008992181055	0.0128617970507026
ENSG00000132205.10|mRNA|EMILIN2|ENSG00000132205.10|ENSG00000132205.10|0|6435	0.532101214871421	4.60735837716043	9.83201693958376	0.00444216619929147	0.0128658345658385
ENSG00000117010.15|mRNA|ZNF684|ENSG00000117010.15|ENSG00000117010.15|0|3039	-0.788303406274377	1.42913497675471	9.82860577394829	0.00444800934198272	0.012880779126737
ENSG00000185567.6|mRNA|AHNAK2|ENSG00000185567.6|ENSG00000185567.6|0|18771	-1.65514208501194	4.89798333848666	9.82634963079141	0.00445187861273116	0.0128900039329147
ENSG00000158050.4|mRNA|DUSP2|ENSG00000158050.4|ENSG00000158050.4|0|1932	1.10579929801873	2.98556537637148	9.82466796195763	0.00445476505881086	0.012896380664727
ENSG00000143365.17|mRNA|RORC|ENSG00000143365.17|ENSG00000143365.17|0|6314	-0.948142072480487	4.64758551403783	9.82409731734933	0.0044557449884618	0.0128972369910152
ENSG00000125812.15|mRNA|GZF1|ENSG00000125812.15|ENSG00000125812.15|0|5463	0.495063190460519	4.05900685413291	9.82363767642952	0.00445653447039964	0.0128975418845523
ENSG00000126067.11|mRNA|PSMB2|ENSG00000126067.11|ENSG00000126067.11|0|4843	0.576849472089772	6.87075595931996	9.82232673115869	0.00445878699840626	0.0129014869853564
ENSG00000179406.7|lncRNA|LINC00174|ENSG00000179406.7|ENSG00000179406.7|0|11354	0.97098930749029	2.06887211245717	9.82199303394385	0.00445936057154858	0.0129014869853564
ENSG00000143297.18|mRNA|FCRL5|ENSG00000143297.18|ENSG00000143297.18|0|12419	-1.84679450025463	2.89910269102112	9.82164975138289	0.0044599507046238	0.0129014869853564
ENSG00000253771.5|pseudogene|TPTE2P1|ENSG00000253771.5|ENSG00000253771.5|0|1709	1.59322873888993	-0.875595826229168	9.81994617672924	0.00446288056433105	0.0129069152012157
ENSG00000250132.6|lncRNA|AC004803.1|ENSG00000250132.6|ENSG00000250132.6|0|3669	-0.960699979282193	0.699768888727586	9.81976255500425	0.00446319648826251	0.0129069152012157
ENSG00000140044.12|mRNA|JDP2|ENSG00000140044.12|ENSG00000140044.12|0|6235	-0.648035082893813	4.75170164974815	9.81777341739135	0.00446662039778988	0.0129148355428121
ENSG00000198832.10|mRNA|SELENOM|ENSG00000198832.10|ENSG00000198832.10|0|3187	-1.11681559448517	5.74894648312928	9.81291037957789	0.00447500326761007	0.0129370896489779
ENSG00000102743.14|mRNA|SLC25A15|ENSG00000102743.14|ENSG00000102743.14|0|1837	0.921156089956475	3.77465847517838	9.81167316688094	0.00447713871130789	0.0129412785933113
ENSG00000197530.12|mRNA|MIB2|ENSG00000197530.12|ENSG00000197530.12|0|8767	0.884564838742526	5.58814215193597	9.80770684675223	0.00448399214548172	0.0129591016291003
ENSG00000182087.12|mRNA|TMEM259|ENSG00000182087.12|ENSG00000182087.12|0|4031	0.773607374868247	7.16784497658722	9.80636789982947	0.00448630831230905	0.0129638081397379
ENSG00000224596.7|lncRNA|ZMIZ1-AS1|ENSG00000224596.7|ENSG00000224596.7|0|4427	1.00242914271585	-0.694868664870475	9.80555030904635	0.00448772325889086	0.0129659094063771
ENSG00000262246.5|mRNA|CORO7|ENSG00000262246.5|ENSG00000262246.5|0|8793	0.821913352685984	4.34993766839111	9.80269578042873	0.00449266721890266	0.0129782044760578
ENSG00000130822.15|mRNA|PNCK|ENSG00000130822.15|ENSG00000130822.15|0|5091	-3.1526801810183	3.13826284471035	9.79912750735989	0.00449885574466814	0.0129940904701216
ENSG00000154957.13|mRNA|ZNF18|ENSG00000154957.13|ENSG00000154957.13|0|3012	-0.590673093472555	2.7470537723097	9.79719237156841	0.00450221578817259	0.0130016481822875
ENSG00000174851.15|mRNA|YIF1A|ENSG00000174851.15|ENSG00000174851.15|0|2370	0.917911878758516	6.67678309401719	9.79682628893407	0.00450285173892186	0.0130016481822875
ENSG00000234409.6|mRNA|CCDC188|ENSG00000234409.6|ENSG00000234409.6|0|1598	1.35485696967969	-1.05906695578757	9.79619513522664	0.00450394839612685	0.0130028231491246
ENSG00000205871.5|pseudogene|AC068724.1|ENSG00000205871.5|ENSG00000205871.5|0|792	1.31515587162823	0.775118850625189	9.79146008499163	0.00451218507813885	0.0130246077312929
ENSG00000189320.8|mRNA|FAM180A|ENSG00000189320.8|ENSG00000189320.8|0|2526	-1.76553275278031	0.598055343462249	9.78894653527446	0.0045165641253522	0.0130338131181579
ENSG00000186350.9|mRNA|RXRA|ENSG00000186350.9|ENSG00000186350.9|0|10814	-0.76963948541206	6.88093084847611	9.78883594425711	0.00451675690117365	0.0130338131181579
ENSG00000154429.10|mRNA|CCSAP|ENSG00000154429.10|ENSG00000154429.10|0|6263	0.777278288393309	3.03738845029995	9.7828371955402	0.0045272270694571	0.0130620270452105
ENSG00000151292.17|mRNA|CSNK1G3|ENSG00000151292.17|ENSG00000151292.17|0|5000	-0.594636907350572	5.33188345431819	9.78193617536782	0.00452880199523146	0.0130645715706356
ENSG00000142609.17|mRNA|CFAP74|ENSG00000142609.17|ENSG00000142609.17|0|10422	1.55947390548192	-1.38961784110619	9.77513395396941	0.00454071120607711	0.0130969228361331
ENSG00000178149.16|mRNA|DALRD3|ENSG00000178149.16|ENSG00000178149.16|0|3682	0.670372438593203	4.43627022699719	9.77404016271862	0.00454262939235392	0.0131004511709739
ENSG00000100433.15|mRNA|KCNK10|ENSG00000100433.15|ENSG00000100433.15|0|8258	-1.79105134653317	1.92310668850906	9.77271586748709	0.00454495300095657	0.0131051474417304
ENSG00000151576.10|mRNA|QTRT2|ENSG00000151576.10|ENSG00000151576.10|0|8054	0.524746282631577	4.54179978552667	9.77104486495159	0.00454788679796776	0.0131116014551595
ENSG00000101236.16|mRNA|RNF24|ENSG00000101236.16|ENSG00000101236.16|0|7668	0.733724981244327	4.26696497582558	9.76007758108474	0.00456719367639213	0.0131652500286459
ENSG00000148572.15|mRNA|NRBF2|ENSG00000148572.15|ENSG00000148572.15|0|1901	-0.620882950548383	4.4300546430326	9.75876824345067	0.00456950462828465	0.0131695769304973
ENSG00000005075.15|mRNA|POLR2J|ENSG00000005075.15|ENSG00000005075.15|0|1355	0.431613267914025	5.33388595269271	9.75843562945823	0.00457009188835739	0.0131695769304973
ENSG00000085872.14|mRNA|CHERP|ENSG00000085872.14|ENSG00000085872.14|0|6113	0.551783122777042	5.87062584599742	9.75303356434564	0.00457964129279719	0.0131950783511864
ENSG00000081087.14|mRNA|OSTM1|ENSG00000081087.14|ENSG00000081087.14|0|5325	-0.692743107750799	4.62620537749555	9.75150649084946	0.00458234470611991	0.0132008499999652
ENSG00000177432.6|mRNA|NAP1L5|ENSG00000177432.6|ENSG00000177432.6|0|2321	-1.01824041862291	1.78816800706434	9.75019559580971	0.00458466680651944	0.013205521564019
ENSG00000279738.1|lncRNA|AL022311.1|ENSG00000279738.1|ENSG00000279738.1|0|19416	0.904246240928633	0.921464636579186	9.74949795870598	0.0045859031155995	0.0132070647013874
ENSG00000130312.6|mRNA|MRPL34|ENSG00000130312.6|ENSG00000130312.6|0|1686	-0.553646413009737	5.81039287143577	9.74906830772092	0.00458666469783973	0.0132072403976897
ENSG00000132305.20|mRNA|IMMT|ENSG00000132305.20|ENSG00000132305.20|0|3986	-0.399578172613125	6.9163680726246	9.74376811088707	0.00459607100697334	0.0132323046156783
ENSG00000105127.8|mRNA|AKAP8|ENSG00000105127.8|ENSG00000105127.8|0|4296	0.457005790928651	5.33648127391939	9.74008048111526	0.00460262792798132	0.0132491589094982
ENSG00000072840.12|mRNA|EVC|ENSG00000072840.12|ENSG00000072840.12|0|7148	-0.866497674857422	3.0076095010279	9.73838695567228	0.00460564258979378	0.0132538121725408
ENSG00000137720.7|mRNA|C11orf1|ENSG00000137720.7|ENSG00000137720.7|0|3831	0.543616712662811	3.89303904221268	9.73838250418433	0.00460565051677885	0.0132538121725408
ENSG00000245571.6|lncRNA|AP001258.1|ENSG00000245571.6|ENSG00000245571.6|0|2645	0.745336472102987	1.51664588343539	9.73667523016629	0.00460869184520607	0.0132605400894116
ENSG00000254709.7|mRNA|IGLL5|ENSG00000254709.7|ENSG00000254709.7|0|1335	-2.02913318200002	6.89242733014056	9.73537269695671	0.00461101364832068	0.0132651959862874
ENSG00000270547.5|lncRNA|LINC01235|ENSG00000270547.5|ENSG00000270547.5|0|2576	1.5965499087857	0.203548740501683	9.73293001877675	0.00461537124400276	0.0132757062392341
ENSG00000155868.7|mRNA|MED7|ENSG00000155868.7|ENSG00000155868.7|0|2913	-0.533778923372071	3.39827807534691	9.73168296018825	0.00461759766109829	0.0132800840742982
ENSG00000143994.13|mRNA|ABHD1|ENSG00000143994.13|ENSG00000143994.13|0|4630	1.1932411156975	-1.17487540884577	9.73018353514986	0.00462027619279173	0.0132857606446781
ENSG00000132170.19|mRNA|PPARG|ENSG00000132170.19|ENSG00000132170.19|0|4046	-0.912086444393278	6.04545377465911	9.72863859073779	0.00462303781733389	0.0132906159703115
ENSG00000154930.14|mRNA|ACSS1|ENSG00000154930.14|ENSG00000154930.14|0|8691	0.995957164650174	6.5699666639002	9.72845020572785	0.00462337468349791	0.0132906159703115
ENSG00000135723.13|mRNA|FHOD1|ENSG00000135723.13|ENSG00000135723.13|0|5407	0.801902090609868	4.82766525390105	9.72656722585078	0.00462674326524859	0.013298271693317
ENSG00000086712.12|mRNA|TXLNG|ENSG00000086712.12|ENSG00000086712.12|0|4460	0.767443913240779	4.58577308047464	9.72585227404802	0.00462802299103028	0.0132999221687352
ENSG00000143507.17|mRNA|DUSP10|ENSG00000143507.17|ENSG00000143507.17|0|2914	1.02425922456743	3.2919158219368	9.72430201346099	0.00463079920573963	0.0133053658283365
ENSG00000235919.4|lncRNA|ASH1L-AS1|ENSG00000235919.4|ENSG00000235919.4|0|1209	0.714666598666237	0.882129437208271	9.72397723873408	0.00463138104482947	0.0133053658283365
ENSG00000162654.8|mRNA|GBP4|ENSG00000162654.8|ENSG00000162654.8|0|6127	-1.43578589648133	5.21610630575491	9.72346842581445	0.00463229275209484	0.0133053658283365
ENSG00000196118.11|mRNA|CCDC189|ENSG00000196118.11|ENSG00000196118.11|0|3081	0.985005577691346	-0.0260398078139785	9.72321866039504	0.00463274036161683	0.0133053658283365
ENSG00000214212.8|mRNA|C19orf38|ENSG00000214212.8|ENSG00000214212.8|0|1565	-1.20938711605533	0.691108926847002	9.71858730822486	0.00464104887931353	0.0133271977871772
ENSG00000174607.10|mRNA|UGT8|ENSG00000174607.10|ENSG00000174607.10|0|4699	-0.483443408176309	5.75700808310349	9.71763639867589	0.00464275680133246	0.0133300717664818
ENSG00000113645.14|mRNA|WWC1|ENSG00000113645.14|ENSG00000113645.14|0|10076	0.751128877085066	5.25759122247918	9.71686318463398	0.00464414607263356	0.0133320301144035
ENSG00000100399.15|mRNA|CHADL|ENSG00000100399.15|ENSG00000100399.15|0|2599	-1.18933820264447	1.33845748220744	9.71551821761659	0.00464656372419093	0.0133369396054274
ENSG00000167483.17|mRNA|FAM129C|ENSG00000167483.17|ENSG00000167483.17|0|6628	-2.14857196276841	0.240388972618831	9.71428153539181	0.00464878794321154	0.0133412924806552
ENSG00000069493.14|mRNA|CLEC2D|ENSG00000069493.14|ENSG00000069493.14|0|6957	-1.06898406408488	2.07267389302447	9.71164511525258	0.00465353353293474	0.0133528788680191
ENSG00000135778.11|mRNA|NTPCR|ENSG00000135778.11|ENSG00000135778.11|0|15854	-0.423863496271714	5.44824327435949	9.70896300651095	0.00465836680244798	0.0133647132795236
ENSG00000198934.4|mRNA|MAGEE1|ENSG00000198934.4|ENSG00000198934.4|0|3630	-1.18143592130513	0.931517463125651	9.70489115349955	0.00466571495028238	0.0133837581014491
ENSG00000171867.16|mRNA|PRNP|ENSG00000171867.16|ENSG00000171867.16|0|2851	-1.1642942649452	6.48027106259063	9.70379352871015	0.00466769791556605	0.0133874092658225
